,id,ingredient_list,cuisine,ingredient_string
8440,Slow-Cooker-Stuffed-Peppers-1080704,"[green pepper, ground pork, instant white rice, frozen peas, water, KRAFT Original Barbecue Sauce, Velveeta]",Mexican,green pepper ground pork instant white rice frozen pea water kraft original barbecue sauce velveeta
8441,Trader-Joe_s-Chiles-Rellenos-1044036,"[rice, water, tomatoes, garlic cloves, vidalia onion, beef stock]",Mexican,rice water tomato garlic clove vidalia onion beef stock
8442,Bean-and-cheese-burrito-casserole-slow-cooker-310276,"[onions, green bell pepper, diced tomatoes, green chile, garlic powder, chili powder, ground cumin, flour, pinto beans, Mexican cheese blend]",Mexican,onion green bell pepper diced tomato green chile garlic powder chili powder ground cumin flour pinto bean mexican cheese blend
8443,Enchilada-Casserole-1015947,"[ground meat, shredded cheddar cheese, green chilies, onions, garlic cloves, corn tortillas, red enchilada sauce]",Mexican,ground meat shredded cheddar cheese green chilies onion garlic clove corn tortilla red enchilada sauce
8444,Chilorio-1066750,"[pork, water, salt, bay leaf, lard, ancho chile pepper, white vinegar, Mexican oregano, cumin, garlic cloves, pepper]",Mexican,pork water salt bay leaf lard ancho chile pepper white vinegar mexican oregano cumin garlic clove pepper
8445,Chicken-Chile-Enchiladas-1323085,"[red enchilada sauce, tortillas, chicken, red bell pepper, diced green chilies, shredded cheese, sour cream]",Mexican,red enchilada sauce tortilla chicken red bell pepper diced green chilies shredded cheese sour cream
8446,Roasted-Hatch-Chile-_-Chicken-Enchiladas-494990,"[tomatillos, Hatch Green Chiles, garlic, lime, salt, pepper, plain yogurt, tortillas, jack, chicken]",Mexican,tomatillo hatch green chile garlic lime salt pepper plain yogurt tortilla jack chicken
8447,Chicken-Tacos-_Cafe-Rio-Shredded-Chicken-Copycat-Recipe_-680320,"[boneless skinless chicken breast halves, chicken broth, italian salad dressing, fresh lime juice, chili powder, onion powder, garlic powder, paprika, cumin, salt, ground black pepper, cayenne pepper]",Mexican,boneless skinless chicken breast half chicken broth italian salad dressing fresh lime juice chili powder onion powder garlic powder paprika cumin salt ground black pepper cayenne pepper
8448,Southwestern-Chicken-TasteOfHome,"[garlic powder, chili powder, salt, paprika, boneless skinless chicken breast halves, lime juice]",Mexican,garlic powder chili powder salt paprika boneless skinless chicken breast half lime juice
8449,One-Pot-Mexican-Chicken-Pasta-940093,"[olive oil, chicken, taco seasoning, fusilli, salsa, chicken stock, crushed tomatoes, corn, black beans, shredded cheddar cheese, cilantro leaves]",Mexican,olive oil chicken taco seasoning fusilli salsa chicken stock crushed tomato corn black bean shredded cheddar cheese cilantro leaf
8450,Bushs-Baked-Mexican-Chili-Pasta-1327878,"[chili, ground beef, onions, diced tomatoes, elbow macaroni, chopped green chilies, Mexican cheese blend]",Mexican,chili ground beef onion diced tomato elbow macaroni chopped green chilies mexican cheese blend
8451,Cheesy-Enchilada-Rice-Skillet-747143,"[rice, olive oil, garlic, onions, bell pepper, corn kernels, canned black beans, enchilada sauce, green enchilada sauce, chili powder, cumin, oregano, kosher salt, ground black pepper, Mexican cheese blend, cilantro leaves]",Mexican,rice olive oil garlic onion bell pepper corn kernel canned black bean enchilada sauce green enchilada sauce chili powder cumin oregano kosher salt ground black pepper mexican cheese blend cilantro leaf
8452,Chicken-Fajita-Pizza-485276,"[fresh lime juice, olive oil, minced garlic, chili powder, cayenne pepper, garlic powder, kosher salt, ground black pepper, boneless skinless chicken breasts, prepared pizza crust, salsa, mexican style 4 cheese blend, red bell pepper, black beans, purple onion, green onions, cilantro, sour cream]",Mexican,fresh lime juice olive oil minced garlic chili powder cayenne pepper garlic powder kosher salt ground black pepper boneless skinless chicken breast prepared pizza crust salsa mexican style cheese blend red bell pepper black bean purple onion green onion cilantro sour cream
8453,Bbq-chicken-enchiladas-333696,"[tortillas, boneless skinless chicken breasts, enchilada sauce, bbq sauce, sweet onion, bbq seasoning, cayenne pepper, olive oil, shredded sharp cheddar cheese, colby jack cheese]",Mexican,tortilla boneless skinless chicken breast enchilada sauce bbq sauce sweet onion bbq seasoning cayenne pepper olive oil shredded sharp cheddar cheese colby jack cheese
8454,Easy-Beef-Enchiladas-1385780,"[ground beef, onions, tomato sauce, flour tortillas, shredded cheddar cheese, enchilada sauce]",Mexican,ground beef onion tomato sauce flour tortilla shredded cheddar cheese enchilada sauce
8455,Slow-Cooker-Taco-Chicken-1001951,"[boneless skinless chicken breasts, italian salad dressing, ranch dressing, water, chili powder, cumin, coriander, garlic, onions, lime, salt, Tabasco Pepper Sauce]",Mexican,boneless skinless chicken breast italian salad dressing ranch dressing water chili powder cumin coriander garlic onion lime salt tabasco pepper sauce
8456,Layered-Vegetable-Enchiladas-686022,"[part-skim mozzarella cheese, corn tortillas, chopped fresh cilantro, black beans, dark leafy greens, no-salt-added diced tomatoes, bell pepper, lime juice, frozen corn, salt free chili powder]",Mexican,part skim mozzarella cheese corn tortilla chopped fresh cilantro black bean dark leafy green no salt added diced tomato bell pepper lime juice frozen corn salt free chili powder
8457,Mexican-Chicken-and-Rice-Casserole-1005316,"[long-grain rice, sauce, water, brown sugar, taco meat, black beans, shredded cheddar cheese, sour cream, salsa, lettuce, tomatoes]",Mexican,long grain rice sauce water brown sugar taco meat black bean shredded cheddar cheese sour cream salsa lettuce tomato
8458,Slow-cooker-cheese-enchilada-stack-310349,"[chicken broth, crushed tomatoes, chili powder, dried oregano, ground cumin, garlic powder, kosher salt, dried minced onion, corn tortillas, shredded cheddar cheese, sliced olives, sour cream, broth, tomatoes, spices, onions]",Mexican,chicken broth crushed tomato chili powder dried oregano ground cumin garlic powder kosher salt dried minced onion corn tortilla shredded cheddar cheese sliced olive sour cream broth tomato spice onion
8459,Southwest-Casserole-1029095,"[ground beef, elbow macaroni, red kidnei beans, rins and drain, garlic powder, onion powder, tomato paste, diced tomatoes, green chilies, chili powder, jack cheese, salt, pepper, green onions]",Mexican,ground beef elbow macaroni red kidnei bean rins and drain garlic powder onion powder tomato paste diced tomato green chilies chili powder jack cheese salt pepper green onion
8460,Cheesy-Nacho-Bake-AllRecipes-39956,"[lean ground beef, diced tomatoes, water, taco seasoning mix, Breakstone’s Sour Cream, tortilla chips, shredded mild cheddar cheese, green onions]",Mexican,lean ground beef diced tomato water taco seasoning mix breakstone s sour cream tortilla chip shredded mild cheddar cheese green onion
8461,Chicken-Fajita-Casserole-995903,"[Old El Paso™ refried beans, tomato sauce, fajita seasoning mix, chicken breast strips, Old El Paso Flour Tortillas, bell pepper, monterey jack]",Mexican,old el paso refried bean tomato sauce fajita seasoning mix chicken breast strip old el paso flour tortilla bell pepper monterey jack
8462,Chicken-fajita-pizza-365339,"[pizza doughs, chicken, onions, green bell pepper, olive oil, salt, pepper, chili powder, salsa, Mexican cheese blend, shredded mozzarella cheese]",Mexican,pizza dough chicken onion green bell pepper olive oil salt pepper chili powder salsa mexican cheese blend shredded mozzarella cheese
8463,Cool-Ranch-Crockpot-Chicken-Tacos-or-Tostadas-939401,"[chicken breasts, taco seasoning, ranch dressing, chicken broth]",Mexican,chicken breast taco seasoning ranch dressing chicken broth
8464,DASH-Cheesy-Enchiladas-982151,"[black beans, salsa, shredded cheese, whole wheat tortillas, corn, enchilada sauce]",Mexican,black bean salsa shredded cheese whole wheat tortilla corn enchilada sauce
8465,Chicken-and-Green-Chili-Tamales-1625660,"[corn husks, boiling water, boneless skinless chicken thighs, salsa verde, masa harina, vegetable oil, salt, baking powder, reduced sodium chicken broth, fresh tomatoes, onions, fresh cilantro, chile pepper, lime juice, ground black pepper]",Mexican,corn husk boiling water boneless skinless chicken thigh salsa verde masa harina vegetable oil salt baking powder reduced sodium chicken broth fresh tomato onion fresh cilantro chile pepper lime juice ground black pepper
8466,Chicken-Enchiladas-With-Salsa-Verde-1684770,"[bone in chicken thighs, white onion, garlic, kosher salt, tomatillos, serrano chile, fresh cilantro, salt, neutral oil, corn tortillas, queso fresco, crema mexican]",Mexican,bone in chicken thigh white onion garlic kosher salt tomatillo serrano chile fresh cilantro salt neutral oil corn tortilla queso fresco crema mexican
8467,One-Pot-Paleo-Mexican-Chicken-Stir-Fry-1052923,"[olive oil, skinless chicken breasts, bell pepper, broccoli florets, cumin, cayenne pepper, smoked paprika, chili powder]",Mexican,olive oil skinless chicken breast bell pepper broccoli floret cumin cayenne pepper smoked paprika chili powder
8468,Easy-Chicken-Enchilada-Casserole-1329036,"[cooked chicken, pinto beans, salsa verde, McCormick Ground Cumin, McCormick Garlic Powder, McCormick Oregano Leaves, flour tortillas, Mexican cheese blend, sour cream]",Mexican,cooked chicken pinto bean salsa verde mccormick ground cumin mccormick garlic powder mccormick oregano leaf flour tortilla mexican cheese blend sour cream
8469,Chicken-and-Rice-Enchilada-Casserole-1598826,"[boneless skinless chicken breasts, olive oil, salt, pepper, chili powder, rice, corn, black beans, diced tomatoes, red pepper, purple onion, jalapeno chilies, red enchilada sauce, shredded cheddar cheese]",Mexican,boneless skinless chicken breast olive oil salt pepper chili powder rice corn black bean diced tomato red pepper purple onion jalapeno chilies red enchilada sauce shredded cheddar cheese
8470,Slow-Cooker-Shredded-Beef-Tacos-1068763,"[beef roast, onions, garlic, yellow peppers, cumin, chili powder, oregano, paprika, cayenne pepper, chopped cilantro, salt, pepper, water]",Mexican,beef roast onion garlic yellow pepper cumin chili powder oregano paprika cayenne pepper chopped cilantro salt pepper water
8471,Tequila-Lime-Grilled-Chicken-1082767,"[tequila, lime juice, oil, lime zest, jalapeno chilies, garlic, cilantro, cumin, salt, black pepper, boneless chicken breast]",Mexican,tequila lime juice oil lime zest jalapeno chilies garlic cilantro cumin salt black pepper boneless chicken breast
8472,Grilled-Honey-Lime-Chicken-Quesadillas-596027,"[fresh lime juice, honey, paprika, kosher salt, boneless skinless chicken breasts, spelt, Mexican cheese blend]",Mexican,fresh lime juice honey paprika kosher salt boneless skinless chicken breast spelt mexican cheese blend
8473,Crockpot-Chicken-Tacos-976898,"[taco seasoning, tenderloin, pico de gallo, olive oil, water]",Mexican,taco seasoning tenderloin pico de gallo olive oil water
8474,Easy-Chimichurri-Shrimp-1047635,"[medium shrimp, olive oil, garlic, kosher salt, ground black pepper, parsley leaves, cilantro leaves, shallots, jalapeno chilies, fresh oregano, crushed red pepper flakes, red wine vinegar, lime]",Mexican,medium shrimp olive oil garlic kosher salt ground black pepper parsley leaf cilantro leaf shallot jalapeno chilies fresh oregano crushed red pepper flake red wine vinegar lime
8475,Mushroom-_-Poblano-Tacos-With-Goat-Cheese-1032705,"[olive oil, crimini mushrooms, purple onion, poblano peppers, large garlic cloves, goat cheese, flour tortillas]",Mexican,olive oil crimini mushroom purple onion poblano pepper large garlic clove goat cheese flour tortilla
8476,Fajita-Chicken-Stuffed-Roasted-Bell-Peppers-783103,"[orange bell pepper, olive oil, low sodium salt, chicken breasts, low-fat cheese, fajita seasoning mix, lime, chopped cilantro]",Mexican,orange bell pepper olive oil low sodium salt chicken breast low fat cheese fajita seasoning mix lime chopped cilantro
8477,One-Skillet-Steak-Fajitas-1230683,"[olive oil, skirt steak, onions, red bell pepper, green bell pepper, fajita seasoning mix, shredded cheese, flour tortillas, salsa, sour cream, guacamole]",Mexican,olive oil skirt steak onion red bell pepper green bell pepper fajita seasoning mix shredded cheese flour tortilla salsa sour cream guacamole
8478,Tamale-pie-350924,"[ground beef, salt and ground black pepper, olive oil, onions, jalapeno chilies, garlic, diced tomatoes, crushed tomatoes, corn kernels, chile powder, ground cumin, dried oregano, crust, cornmeal, kosher salt, milk, sour cream, eggs, extra sharp cheddar cheese, green chile, black pepper, guacamole]",Mexican,ground beef salt and ground black pepper olive oil onion jalapeno chilies garlic diced tomato crushed tomato corn kernel chile powder ground cumin dried oregano crust cornmeal kosher salt milk sour cream egg extra sharp cheddar cheese green chile black pepper guacamole
8479,Beef-Enchiladas-Ii-Allrecipes,"[lean ground beef, onions, sauce mix, flour tortillas, shredded cheddar cheese, sliced black olives]",Mexican,lean ground beef onion sauce mix flour tortilla shredded cheddar cheese sliced black olive
8480,Easy-and-Cheesy-Chicken-Enchiladas-1460677,"[chicken, tortillas, enchilada sauce, shredded cheese]",Mexican,chicken tortilla enchilada sauce shredded cheese
8481,Green-Chile-and-Chicken-Mock-Enchilada-Casserole-500640,"[boneless skinless chicken breasts, enchilada sauce, green chilies, reduced fat cream cheese, low-fat sour cream, low fat mozzarella]",Mexican,boneless skinless chicken breast enchilada sauce green chilies reduced fat cream cheese low fat sour cream low fat mozzarella
8482,Jerk-Shrimp-Tacos-with-Pineapple-Salsa_-Slaw-and-Pina-Colada-Crema-1628467,"[shrimp, jerk marinade, cabbage, crema, corn tortillas, pineapple salsa, sour cream, pineapple, coconut cream, rum]",Mexican,shrimp jerk marinade cabbage crema corn tortilla pineapple salsa sour cream pineapple coconut cream rum
8483,Tamale-Pie-471293,"[ground beef, taco seasoning, whole kernel corn, drained, rotelle, french fried onions, corn mix muffin, shredded cheddar cheese]",Mexican,ground beef taco seasoning whole kernel corn drained rotelle french fried onion corn mix muffin shredded cheddar cheese
